# Program:featureCounts v2.0.1; Command:"featureCounts" "-s2" "-T" "1" "-a" "annotation/hg38.small.gtf.gz" "-o" "rnaseq_samples/featurecounts.txt" "rnaseq_samples/A549_dBet6_1h_1/A549_dBet6_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_dBet6_1h_2/A549_dBet6_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_dBet6_6h_1/A549_dBet6_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_dBet6_6h_2/A549_dBet6_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_DMSO_1h_1/A549_DMSO_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_DMSO_1h_2/A549_DMSO_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_DMSO_6h_1/A549_DMSO_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_DMSO_6h_2/A549_DMSO_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_JQ1_1h_1/A549_JQ1_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_JQ1_1h_2/A549_JQ1_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_JQ1_6h_1/A549_JQ1_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/A549_JQ1_6h_2/A549_JQ1_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_dBet6_1h_1/HAP1_dBet6_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_dBet6_1h_2/HAP1_dBet6_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_dBet6_6h_1/HAP1_dBet6_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_dBet6_6h_2/HAP1_dBet6_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_DMSO_1h_1/HAP1_DMSO_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_DMSO_1h_2/HAP1_DMSO_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_DMSO_6h_1/HAP1_DMSO_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_DMSO_6h_2/HAP1_DMSO_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_JQ1_1h_1/HAP1_JQ1_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_JQ1_1h_2/HAP1_JQ1_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_JQ1_6h_1/HAP1_JQ1_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/HAP1_JQ1_6h_2/HAP1_JQ1_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/outlier_HAP1_dBet6_1h_1/outlier_HAP1_dBet6_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_dBet6_1h_2/K562_dBet6_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_dBet6_6h_1/K562_dBet6_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_dBet6_6h_2/K562_dBet6_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_DMSO_1h_1/K562_DMSO_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_DMSO_1h_2/K562_DMSO_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_DMSO_6h_1/K562_DMSO_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_DMSO_6h_2/K562_DMSO_6h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_JQ1_1h_1/K562_JQ1_1h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_JQ1_1h_2/K562_JQ1_1h_2.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_JQ1_6h_1/K562_JQ1_6h_1.small.single.cutadapt.sorted.bam" "rnaseq_samples/K562_JQ1_6h_2/K562_JQ1_6h_2.small.single.cutadapt.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	rnaseq_samples/A549_dBet6_1h_1/A549_dBet6_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_dBet6_1h_2/A549_dBet6_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_dBet6_6h_1/A549_dBet6_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_dBet6_6h_2/A549_dBet6_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_DMSO_1h_1/A549_DMSO_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_DMSO_1h_2/A549_DMSO_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_DMSO_6h_1/A549_DMSO_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_DMSO_6h_2/A549_DMSO_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_JQ1_1h_1/A549_JQ1_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_JQ1_1h_2/A549_JQ1_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_JQ1_6h_1/A549_JQ1_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/A549_JQ1_6h_2/A549_JQ1_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_dBet6_1h_1/HAP1_dBet6_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_dBet6_1h_2/HAP1_dBet6_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_dBet6_6h_1/HAP1_dBet6_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_dBet6_6h_2/HAP1_dBet6_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_DMSO_1h_1/HAP1_DMSO_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_DMSO_1h_2/HAP1_DMSO_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_DMSO_6h_1/HAP1_DMSO_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_DMSO_6h_2/HAP1_DMSO_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_JQ1_1h_1/HAP1_JQ1_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_JQ1_1h_2/HAP1_JQ1_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_JQ1_6h_1/HAP1_JQ1_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/HAP1_JQ1_6h_2/HAP1_JQ1_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/outlier_HAP1_dBet6_1h_1/outlier_HAP1_dBet6_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_dBet6_1h_2/K562_dBet6_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_dBet6_6h_1/K562_dBet6_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_dBet6_6h_2/K562_dBet6_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_DMSO_1h_1/K562_DMSO_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_DMSO_1h_2/K562_DMSO_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_DMSO_6h_1/K562_DMSO_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_DMSO_6h_2/K562_DMSO_6h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_JQ1_1h_1/K562_JQ1_1h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_JQ1_1h_2/K562_JQ1_1h_2.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_JQ1_6h_1/K562_JQ1_6h_1.small.single.cutadapt.sorted.bam	rnaseq_samples/K562_JQ1_6h_2/K562_JQ1_6h_2.small.single.cutadapt.sorted.bam
ENSG00000267638.1	chr17;chr17;chr17	44115912;44119987;44120438	44115995;44120103;44120595	+;+;+	359	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000212446.1	chr17	44135883	44135989	-	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000125319.14	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	44141906;44141908;44142022;44145203;44145203;44145203;44147771;44147858;44147858;44147858;44150961;44150961;44152637;44152637;44152637;44154360;44154553;44154556;44154556;44154853;44154853;44154853;44154853;44155286;44155286;44155286;44155286;44157833;44157833;44157833;44161871;44161871;44161871;44161871	44142145;44142145;44142145;44145253;44145253;44145253;44149027;44149027;44149027;44149027;44151044;44151044;44152767;44152777;44152777;44154664;44154664;44154664;44154664;44154938;44154938;44154938;44154938;44155411;44155411;44155411;44155411;44157941;44157941;44157941;44162476;44162285;44162004;44162476	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3005	268	241	251	264	222	244	251	276	204	205	160	177	412	335	140	113	321	422	441	426	288	369	303	315	418	396	220	241	369	354	501	575	450	410	571	468
ENSG00000161664.6	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	44170447;44170706;44170724;44170847;44172046;44172046;44172046;44176738;44176738;44177609;44177609;44178205;44178205	44170537;44171090;44171090;44171090;44172313;44172313;44172209;44177230;44176940;44177722;44177722;44179083;44178995	+;+;+;+;+;+;+;+;+;+;+;+;+	2230	1	0	1	2	0	1	1	0	0	0	1	0	0	2	4	4	3	2	2	1	0	2	0	1	1	3	3	7	0	1	4	0	2	4	3	0
ENSG00000267080.5	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	44175973;44175986;44176209;44176255;44177697;44178184;44181623;44181623;44181623;44181623;44182930;44182930;44186565;44186565;44186565;44186565	44177816;44177313;44176642;44176642;44177816;44178363;44181720;44181720;44181741;44181720;44183069;44183093;44186652;44186717;44186625;44186671	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2460	252	200	294	368	212	262	222	242	278	249	422	430	128	91	128	102	110	135	151	112	119	196	341	318	286	301	550	552	246	285	393	347	358	359	1035	827
ENSG00000168591.15	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	44186970;44186986;44186990;44187049;44187050;44187206;44187234;44187262;44187272;44187275;44187617;44187654;44187676;44187676;44187907;44187907;44187932;44188851;44188933;44188935;44188935;44188935;44188935;44188935;44188935;44189022;44189022;44189022;44189022;44189022;44189022;44189207;44189207;44189370;44189411;44189424;44189424;44189424;44190501;44190501;44190501;44190501;44190501;44190501;44190501;44190501;44190501;44190501;44190501;44190501;44190501;44190501;44191106	44187109;44187109;44187109;44187109;44187109;44187743;44187431;44187400;44187743;44187743;44187743;44187743;44187743;44187743;44188009;44188009;44188009;44189299;44189299;44189588;44189299;44190349;44189299;44189091;44189091;44189091;44189588;44189588;44189588;44189588;44189299;44189299;44189299;44189588;44189588;44189588;44189588;44189588;44191730;44191698;44191711;44191731;44191226;44191726;44191731;44190721;44191712;44190886;44191714;44191711;44191725;44190553;44191691	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3511	1151	1104	812	998	1071	1143	1160	1156	1055	1080	621	613	418	404	196	192	442	514	661	560	435	510	449	481	565	512	449	412	526	552	656	742	643	613	803	690
ENSG00000087152.15	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	44191805;44191805;44191805;44194240;44194371;44194383;44194517;44194517;44194517;44194517;44194517;44194517;44194540;44194651;44194657;44194768;44194768;44194768;44194768;44194768;44194768;44194768;44194768;44195097;44195097;44195097;44195097;44195097;44195097;44195097;44195097;44195121;44195419;44195419;44195419;44195419;44195419;44195419;44195419;44195419;44195419;44195800;44195800;44195800;44195800;44195800;44195800;44195800;44196034;44196034;44196034;44196034;44196034;44196034;44196396;44196396;44196396;44196929;44196929;44196929;44196941;44196964;44197228;44197228;44197228;44197228;44197228;44197598;44197598;44197598;44197598;44197598;44198020;44198020;44198020;44198020;44198020;44198421;44199064;44199496;44200057	44194411;44194411;44194411;44194411;44194411;44194411;44194674;44194674;44194674;44194674;44194674;44194674;44194674;44194674;44195140;44194839;44194839;44194839;44194839;44194839;44194839;44194839;44194839;44195140;44195140;44195293;44195140;44195140;44195140;44195158;44195140;44195140;44195476;44195487;44195487;44195487;44195487;44195442;44195487;44195487;44195487;44196163;44195828;44195828;44195828;44195828;44195828;44195885;44196166;44196079;44196053;44196213;44196100;44196079;44196418;44196418;44196418;44197026;44197026;44197026;44197026;44197026;44197399;44197399;44197399;44197399;44197399;44197730;44197730;44197730;44197730;44197730;44198070;44198130;44198130;44198379;44198130;44198511;44199206;44199852;44200113	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5301	2346	2406	1580	1782	2446	2449	2486	2432	2153	2223	2132	2198	2468	2541	1154	999	2079	2921	2863	3049	2509	2644	3060	2855	1843	1835	829	1012	1732	1658	2417	2956	2214	1900	2481	2163
ENSG00000267394.1	chr17;chr17	44198882;44216091	44198934;44216565	+;+	528	1	0	3	2	2	0	1	1	3	3	1	1	3	3	2	0	1	5	1	2	0	0	0	1	0	1	2	2	2	0	2	1	2	2	2	2
ENSG00000108312.14	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	44205033;44205033;44206594;44206595;44206920;44207116;44207240;44207240;44207454;44207454;44207454;44207454;44207454;44207454;44207454;44207454;44207487;44207699;44207699;44207699;44207699;44207699;44207699;44207699;44207699;44207703;44207864;44207864;44207864;44207864;44207864;44207864;44207864;44207864;44207864;44208619;44209219;44209352;44209352;44209352;44209352;44209352;44209352;44209352;44209352;44209352;44209435;44209645;44209645;44209645;44209645;44209645;44209645;44209645;44209645;44209645;44209645;44210124;44210124;44210124;44210124;44210124;44210124;44210124;44210124;44210124;44210124;44210318;44210318;44210318;44210318;44210318;44210318;44210318;44210318;44210318;44210792;44210792;44210792;44210792;44210792;44210792;44210792;44210792;44210792;44211039;44211039;44211039;44211039;44211039;44211039;44211039;44211039;44211290;44211290;44211290;44211290;44211290;44211290;44211290;44211290;44211606;44211606;44211606;44211606;44211606;44211606;44211606;44211606;44211873;44211873;44211873;44211873;44211873;44211873;44211873;44211873;44212180;44212344;44212344;44212344;44212819;44212819;44212819;44212819;44212819;44212819;44212819;44212819;44212819;44213218;44213218;44213218;44213218;44213218;44213218;44213218;44213218;44213218;44213225;44215354;44215654;44215654;44215654;44215654;44215654;44215654;44215654;44215654;44215654;44215906;44215906;44215906;44215906;44215906;44215906;44215906;44215906;44215906;44216529;44216529;44216529;44216529;44216529;44216529;44216529;44216529;44216529;44216529;44218172;44218172;44218172;44218172;44218172;44218172;44218172;44218172;44218172;44218172;44219009;44219445;44219445;44220740;44220740;44221201	44207367;44207367;44207367;44207367;44207367;44207367;44207367;44207367;44207597;44207597;44207597;44207597;44207597;44207597;44207597;44207597;44207597;44207770;44207770;44207770;44207770;44207770;44207770;44207770;44207770;44207770;44207911;44207911;44207911;44207911;44207911;44207911;44207911;44207911;44207911;44209001;44209541;44209422;44209541;44209541;44209541;44209541;44209541;44209541;44209541;44209541;44209541;44209733;44209733;44209733;44209733;44209733;44209733;44209733;44209733;44209733;44209733;44210234;44210234;44210234;44210234;44210234;44210234;44210234;44210234;44210234;44210142;44210473;44210473;44210473;44210473;44210473;44210473;44210473;44210473;44210473;44210947;44211002;44210947;44210947;44210947;44210947;44210947;44210947;44210947;44211152;44211152;44211152;44211152;44211152;44211152;44211152;44211152;44211331;44211331;44211331;44211331;44211331;44211331;44211331;44211331;44211747;44211747;44211747;44211747;44211747;44211747;44211747;44211747;44212006;44212006;44212006;44212006;44212006;44212006;44212006;44212006;44212454;44212454;44212454;44212454;44212939;44212939;44212939;44212939;44212939;44212939;44212939;44212939;44212939;44213282;44213282;44213282;44213356;44213282;44213282;44213282;44213282;44213282;44213282;44215809;44215809;44215809;44215809;44215809;44215809;44215809;44215809;44215809;44215809;44215989;44215989;44215989;44215989;44215989;44215989;44215989;44215989;44215989;44216704;44216704;44216704;44216704;44216704;44216704;44216704;44216704;44216704;44216704;44218296;44218502;44218296;44218540;44218502;44218296;44218296;44218296;44218296;44218502;44219121;44219750;44219498;44220963;44220854;44221626	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6993	2795	3007	1892	1770	2854	2785	2993	3106	2728	2838	1552	1524	6030	6061	2323	2122	4847	6579	6997	7241	6181	5747	4493	4454	3565	3702	1396	1529	3269	3056	5879	7309	4435	3926	3533	3067
ENSG00000275107.1	chr17	44207771	44207839	-	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260793.2	chr17;chr17;chr17	44221401;44221915;44222462	44221616;44223710;44222814	+;+;+	2012	25	19	31	36	29	46	31	24	41	42	40	41	29	25	61	47	23	35	36	30	32	58	111	99	73	53	150	113	38	56	31	47	87	66	207	196
ENSG00000267691.1	chr17	44228760	44230228	-	1469	114	82	87	84	103	91	91	83	77	98	84	84	18	17	12	7	20	20	20	15	17	16	20	25	44	36	30	36	36	32	31	53	38	35	38	22
ENSG00000004939.14	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	44248385;44248390;44248390;44249428;44251159;44251159;44251419;44251419;44253118;44253118;44254496;44254496;44255207;44255207;44255673;44257350;44257659;44257986;44258413;44259163;44259262;44259497;44259497;44259809;44259809;44260404;44260404;44260404;44260635;44260635;44260635;44260805;44261575;44261575;44261575;44261575;44262027;44262636;44262636;44262636;44262852;44262852;44268054;44268054;44268054	44250538;44250538;44249381;44249868;44251332;44251332;44251588;44251588;44253371;44253371;44254662;44254662;44255221;44255296;44255846;44257544;44257807;44258180;44258623;44259344;44259344;44259581;44259581;44259932;44259932;44260539;44260539;44260539;44260815;44260815;44260815;44260815;44261636;44261636;44261636;44261636;44262066;44262726;44262726;44262934;44262934;44262934;44268134;44268134;44268141	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	23	0	1	0	1	0	0	0	0	37	50	53	45	40	43	69	89	61	45	10	10
ENSG00000285486.1	chr17;chr17	44276368;44277375	44276620;44281182	-;-	4061	1	1	0	0	0	1	0	0	0	0	0	1	0	0	6	9	0	1	0	0	0	0	0	0	0	1	0	3	1	1	1	0	0	0	1	1
ENSG00000239702.3	chr17	44290856	44291151	-	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1
ENSG00000267750.5	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	44299574;44302517;44304981;44307292;44307292;44308257;44309898;44311385;44315162	44304207;44304207;44305043;44307500;44307500;44308393;44310032;44311455;44315315	-;-;-;-;-;-;-;-;-	5403	34	26	24	43	20	44	46	29	39	34	38	27	7	5	34	28	11	8	2	10	12	13	13	9	7	1	9	12	7	5	4	6	12	7	4	4
ENSG00000221496.2	chr17	44303965	44304203	+	239	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252628.2	chr17	44307088	44307172	+	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000108309.13	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	44308413;44308559;44308583;44308596;44310704;44312580;44312580;44312580;44312580;44312580;44313104;44313104;44313104;44313119;44313119;44313418;44313418;44313418;44313418;44313418;44314735;44314735;44314735;44314735;44314758;44314929;44314929;44314929;44314929;44314929;44314929;44315155;44315155;44315155;44315155;44315155;44315155;44315452;44315452;44315452;44315452;44315452;44315452;44316385;44316385;44316385;44316385;44316390;44316555;44316619;44316619;44316619;44316619;44317040;44317485;44317485;44318096;44318096;44318096;44318096	44308939;44308939;44308939;44308939;44311513;44312695;44312695;44312695;44312695;44312695;44313252;44313252;44313252;44313252;44313252;44313503;44313503;44313503;44313503;44314824;44314824;44314824;44314824;44314824;44314824;44315009;44315009;44315009;44315009;44315009;44315009;44315320;44315320;44315320;44315320;44315320;44315320;44315609;44315609;44315713;44315609;44315609;44315609;44316522;44316725;44316522;44316522;44316522;44316725;44316725;44316725;44316725;44316725;44317123;44317870;44317726;44318670;44318669;44318670;44318671	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4905	1	3	4	3	6	3	7	1	4	6	5	3	1	4	2	1	3	4	3	2	1	4	3	3	0	1	0	2	1	3	0	2	2	2	2	1
